,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
546,FF,2024-04-07,91.0,1.75,5.7,"Henderson, Gunnar",683002,594835,,ball,,,,,11,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,B,,,0,2,2024,0.83,1.04,-0.1,4.06,,,,0,1,Top,,,,,680779,,,-6.411411735768864,-132.51663757565888,-0.4810905361057814,11.09715668157558,27.239052521630875,-19.943954837429292,3.71,1.76,,,,91.3,2098,6.3,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,54.18,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,145,0.0,0.02,,
547,SL,2024-04-07,83.3,0.94,6.36,"Henderson, Gunnar",683002,669796,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,B,,,0,2,2024,0.29,-0.3,-0.02,1.47,,,,2,8,Top,,,,,680779,,,-2.736226353765909,-121.21352926839327,-4.1683381526045,3.3604985835964483,24.22567529077297,-34.49208265295216,3.71,1.79,,,,82.6,2253,5.9,745523,669796,680779,642133,669707,663647,665833,668804,669261,656582,54.62,,,,,,,,54,3,Slider,1,2,2,1,2,1,2,1,,,319,0.0,0.007,,
548,SL,2024-04-07,82.0,0.9,6.31,"Henderson, Gunnar",683002,669796,,swinging_strike,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,S,,,0,1,2024,-0.12,-0.13,-0.24,1.48,,,,2,8,Top,,,,,680779,,,-2.3098828280213293,-119.43455546245325,-4.134294617574165,-0.7528580267090932,22.110945110249585,-32.83029416797725,3.71,1.76,,,,81.3,2105,5.7,745523,669796,680779,642133,669707,663647,665833,668804,669261,656582,54.81,,,,,,,,54,2,Slider,1,2,2,1,2,1,2,1,,,317,0.0,-0.021,69.63302991705699,8.38166
549,SI,2024-04-07,90.7,1.91,5.54,"Henderson, Gunnar",683002,594835,,foul,,,,,14,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,S,,,0,1,2024,1.1,0.96,1.15,1.77,,,,0,1,Top,,,,,680779,,,-4.2649677106224,-132.02536689665772,-5.629658011765077,13.72414994064286,26.479338182672965,-19.903632949182303,3.71,1.76,,,,91.1,1991,6.4,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,54.09,,,,,,,,1,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,133,0.0,-0.049,,
550,SI,2024-04-07,90.7,1.92,5.62,"Henderson, Gunnar",683002,594835,,foul,,,,,9,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,S,,,0,0,2024,0.89,0.7,0.46,2.23,,,,0,1,Top,,,,,680779,,,-5.598296511864066,-132.0013423634936,-4.098332530591948,11.637905563102164,27.248686545810727,-23.273692888466687,3.71,1.76,2.0,71.0,-45.0,91.4,1849,6.6,745523,594835,680779,642133,669707,663647,665833,668804,669261,656582,53.86,,,,,,,,1,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,131,0.0,-0.035,,
551,SL,2024-04-07,82.0,0.87,6.45,"Henderson, Gunnar",683002,669796,,called_strike,,,,,7,Gunnar Henderson strikes out swinging.,R,L,L,PIT,BAL,S,,,0,0,2024,0.28,-0.19,-0.8,1.84,,,,2,8,Top,,,,,680779,,,-4.258546964307277,-119.34071042611885,-3.477837397749555,3.4466791492699613,22.706045310578087,-33.576225382126005,3.51,1.64,,,,81.2,2219,5.7,745523,669796,680779,642133,669707,663647,665833,668804,669261,656582,54.76,,,,,,,,54,1,Slider,1,2,2,1,2,1,2,1,,,343,0.0,-0.013,,
552,FF,2024-04-06,92.3,1.2,5.61,"Henderson, Gunnar",683002,663559,field_out,hit_into_play,,,,,6,Gunnar Henderson pops out to first baseman Rowdy Tellez in foul territory.,R,L,L,PIT,BAL,X,3.0,popup,0,2,2024,0.39,1.46,0.31,2.59,,622761.0,,0,6,Top,165.99,179.95,,,663698,,,-3.2014511528491822,-134.36889499175106,-5.168267989248711,5.446082276091331,29.792387544394444,-13.549970770046505,3.72,1.78,109.0,99.3,73.0,94.4,1961,7.5,745522,663559,663698,642133,675961,669707,665833,668804,669261,656582,52.98,0.009,0.009,0.0,1.0,0.0,0.0,3.0,41,3,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,169,0.044,-0.251,79.5329759257344,7.97985
553,FF,2024-04-06,91.2,1.23,5.61,"Henderson, Gunnar",683002,663559,,swinging_strike,,,,,6,Gunnar Henderson pops out to first baseman Rowdy Tellez in foul territory.,R,L,L,PIT,BAL,S,,,0,1,2024,-0.02,1.51,0.43,2.96,,622761.0,,0,6,Top,,,,,663698,,,-2.0127515674996106,-132.77114858341676,-4.109465453044693,0.1793765087542056,28.56061867879678,-13.617699674973617,3.72,1.78,,,,93.1,1945,7.4,745522,663559,663698,642133,675961,669707,665833,668804,669261,656582,53.09,,,,,,,,41,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,171,0.0,-0.072,71.03319969731163,6.08169
554,FF,2024-04-06,91.3,1.24,5.61,"Henderson, Gunnar",683002,663559,,called_strike,,,,,4,Gunnar Henderson pops out to first baseman Rowdy Tellez in foul territory.,R,L,L,PIT,BAL,S,,,0,0,2024,0.24,1.38,-0.33,2.74,,622761.0,,0,6,Top,,,,,663698,,,-4.575708973183691,-132.96933522296862,-4.433108215735736,3.792975349855911,27.22670066748957,-15.026047047881246,3.65,1.77,,,,93.7,1934,7.6,745522,663559,663698,642133,675961,669707,665833,668804,669261,656582,52.94,,,,,,,,41,1,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,171,0.0,-0.049,,
555,FF,2024-04-06,90.5,1.22,5.63,"Henderson, Gunnar",683002,663559,field_out,hit_into_play,,,,,3,Gunnar Henderson flies out to center fielder Jack Suwinski.,R,L,L,PIT,BAL,X,8.0,fly_ball,1,0,2024,0.19,1.45,0.29,3.31,,,,0,4,Top,146.78,55.52,,,663698,,,-2.792431755191116,-131.65970742372002,-2.959428630235837,2.891258636281868,30.22209446241662,-14.919392623451234,3.72,1.78,358.0,99.0,38.0,92.2,1940,7.5,745522,663559,663698,642133,675961,669707,665833,668804,669261,656582,52.98,0.16,0.324,0.0,1.0,0.0,0.0,3.0,24,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,168,0.021,-0.268,76.42562971461848,6.9558
556,FF,2024-04-06,90.3,0.95,5.65,"Henderson, Gunnar",683002,663559,,ball,,,,,11,Gunnar Henderson flies out to center fielder Jack Suwinski.,R,L,L,PIT,BAL,B,,,0,0,2024,0.15,1.41,-1.54,2.74,,,,0,4,Top,,,,,663698,,,-6.673894384538437,-131.27443448363346,-4.350908703549328,3.182384994729924,27.655168381946417,-15.112911212233382,3.49,1.64,,,,92.0,1996,7.3,745522,663559,663698,642133,675961,669707,665833,668804,669261,656582,53.17,,,,,,,,24,1,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,170,0.0,0.037,,
557,SL,2024-04-06,86.1,0.64,6.03,"Henderson, Gunnar",683002,547973,walk,ball,,,,,13,Gunnar Henderson walks.,R,L,L,PIT,BAL,B,,,3,0,2024,-1.17,0.13,-1.08,0.93,,,,1,8,Top,,,,,663698,,,-1.746187947669641,-125.37028121719597,-6.282020006029517,-12.057343793564907,24.207139403498044,-29.735583101373827,3.45,1.63,,,,88.0,2101,7.3,745522,547973,663698,642133,675961,669707,665833,668804,669261,656582,53.16,,0.696232,0.7,1.0,0.0,0.0,,58,4,Slider,3,2,2,3,2,3,2,3,Standard,Standard,269,-0.062,0.105,,
558,FF,2024-04-06,95.1,0.74,5.96,"Henderson, Gunnar",683002,547973,,ball,,,,,13,Gunnar Henderson walks.,R,L,L,PIT,BAL,B,,,2,0,2024,0.21,1.3,-1.56,0.63,,,,1,8,Top,,,,,663698,,,-6.63061334571196,-138.08880801120486,-11.512651191883911,4.0195961365483015,27.444681848648425,-13.205081582177508,3.47,1.64,,,,97.5,2234,7.5,745522,547973,663698,642133,675961,669707,665833,668804,669261,656582,52.99,,,,,,,,58,3,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,154,0.0,0.087,,
559,SL,2024-04-06,85.4,0.61,5.95,"Henderson, Gunnar",683002,547973,,ball,,,,,13,Gunnar Henderson walks.,R,L,L,PIT,BAL,B,,,1,0,2024,-0.57,0.69,-0.51,0.4,,,,1,8,Top,,,,,663698,,,-1.5077466424889334,-124.20029902349584,-8.356317130346284,-5.636921066222588,23.633890949861733,-23.6218951502145,3.48,1.58,,,,87.6,2212,7.6,745522,547973,663698,642133,675961,669707,665833,668804,669261,656582,52.9,,,,,,,,58,2,Slider,3,2,2,3,2,3,2,3,Standard,Standard,281,0.0,0.044,,
560,SI,2024-04-06,99.5,0.82,5.87,"Henderson, Gunnar",683002,547973,,ball,,,,,13,Gunnar Henderson walks.,R,L,L,PIT,BAL,B,,,0,0,2024,1.21,1.02,-0.19,0.97,,,,1,8,Top,,,,,663698,,,-5.679194778667958,-144.44101042644564,-10.528074086437613,18.303792264479668,35.024090497803314,-15.514919750792718,3.65,1.75,,,,100.6,2390,7.1,745522,547973,663698,642133,675961,669707,665833,668804,669261,656582,53.37,,,,,,,,58,1,Sinker,3,2,2,3,2,3,2,3,Standard,Standard,161,0.0,0.025,,
561,FF,2024-04-06,90.7,1.23,5.63,"Henderson, Gunnar",683002,663559,field_out,hit_into_play,,,,,5,Gunnar Henderson flies out to center fielder Jack Suwinski.,R,L,L,PIT,BAL,X,8.0,fly_ball,1,0,2024,0.42,1.36,0.05,2.98,,,,0,1,Top,96.28,52.49,,,663698,,,-3.932899595891368,-132.11620688423497,-3.711780228989992,5.78192462405774,27.980103847272336,-15.605818789922818,3.71,1.77,369.0,98.1,26.0,92.7,2017,7.4,745522,663559,663698,642133,675961,669707,665833,668804,669261,656582,53.08,0.446,0.676,0.0,1.0,0.0,0.0,6.0,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,169,0.022,-0.268,76.91554664590282,6.90563
562,SI,2024-04-06,92.1,-2.08,5.19,"Henderson, Gunnar",683002,682847,field_out,hit_into_play,,,,,14,Gunnar Henderson grounds out to first baseman Rowdy Tellez.   Tony Kemp to 3rd.,R,L,R,PIT,BAL,X,3.0,ground_ball,1,0,2024,-1.24,0.48,0.06,1.42,,643393.0,,0,10,Top,157.51,166.62,,,663698,,,8.17107407638088,-133.78177689130035,-4.743741520285466,-16.657995864035122,31.50734715303555,-25.488658182826835,3.72,1.78,3.0,78.0,-27.0,92.2,2256,6.7,745522,682847,663698,642133,669707,663647,665833,668804,669261,656582,53.85,0.037,0.047,0.0,1.0,0.0,0.0,2.0,75,2,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,227,-0.008,-0.305,76.65233150473587,7.55542
563,FF,2024-04-06,91.1,1.12,5.62,"Henderson, Gunnar",683002,663559,,ball,,,,,13,Gunnar Henderson flies out to center fielder Jack Suwinski.,R,L,L,PIT,BAL,B,,,0,0,2024,0.25,1.38,-0.9,0.65,,,,0,1,Top,,,,,663698,,,-5.738828522048392,-132.246719038445,-9.732976344275018,4.155038591944999,27.023301052492997,-14.107491794219644,3.7,1.72,,,,93.2,1987,7.6,745522,663559,663698,642133,675961,669707,665833,668804,669261,656582,52.94,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,168,0.0,0.037,,
564,FF,2024-04-06,94.6,-2.01,5.29,"Henderson, Gunnar",683002,682847,,ball,,,,,11,Gunnar Henderson grounds out to first baseman Rowdy Tellez.   Tony Kemp to 3rd.,R,L,R,PIT,BAL,B,,,0,0,2024,-1.07,1.05,-1.52,2.81,,643393.0,,0,10,Top,,,,,663698,,,3.6861160946167786,-137.60195256587463,-3.080828671260228,-14.424005697197195,33.65297161683461,-18.352968808236188,3.61,1.74,,,,94.4,2271,6.4,745522,682847,663698,642133,669707,663647,665833,668804,669261,656582,54.06,,,,,,,,75,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,229,0.0,0.046,,
565,FF,2024-04-05,97.2,-1.61,5.38,"Henderson, Gunnar",683002,683003,field_out,hit_into_play,,,,,5,Gunnar Henderson flies out to left fielder Jack Suwinski.,R,L,R,PIT,BAL,X,7.0,fly_ball,0,1,2024,-0.84,1.5,0.25,2.66,,,,1,5,Top,70.54,113.83,,,680779,,,6.973424960370406,-141.26465989174235,-5.209763925997454,-12.929269502268095,34.077275349335224,-11.047786707678112,3.72,1.78,253.0,86.0,47.0,97.9,2640,6.9,745524,683003,680779,642133,669707,663647,665833,669261,572191,668804,53.64,0.003,0.003,0.0,1.0,0.0,0.0,3.0,36,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,215,0.013,-0.135,75.1767655548812,7.05865
566,SL,2024-04-05,87.2,-1.46,5.45,"Henderson, Gunnar",683002,683003,,called_strike,,,,,8,Gunnar Henderson flies out to left fielder Jack Suwinski.,R,L,R,PIT,BAL,S,,,0,0,2024,0.58,-0.05,0.09,1.66,,,,1,5,Top,,,,,680779,,,2.551943193321744,-127.06319551457143,-2.868852704179224,5.765850708340695,26.03907997922692,-32.30602870812464,3.47,1.48,,,,88.0,2445,6.7,745524,683003,680779,642133,669707,663647,665833,669261,572191,668804,53.79,,,,,,,,36,1,Slider,0,2,2,0,2,0,2,0,Standard,Standard,101,0.0,-0.023,,
567,CH,2024-04-05,90.1,-1.72,5.62,"Henderson, Gunnar",683002,683003,home_run,hit_into_play,,,,,14,Gunnar Henderson homers (2) on a fly ball to center field.,R,L,R,PIT,BAL,X,,fly_ball,0,1,2024,-1.28,0.59,0.4,1.6,,,,0,3,Top,137.86,34.92,,,680779,,,8.009559207674803,-131.04220160535144,-5.353183722534021,-16.35401501778208,25.428543012708516,-24.452682607941878,3.72,1.78,407.0,104.1,24.0,90.8,1691,6.6,745524,683003,680779,642133,669707,663647,665833,669261,572191,668804,53.93,0.829,1.511,2.0,1.0,0.0,3.0,6.0,19,2,Changeup,0,1,1,0,2,0,2,0,Standard,Standard,218,-0.104,1.036,76.57196356271756,7.57674
568,FF,2024-04-05,94.6,-1.54,5.4,"Henderson, Gunnar",683002,683003,,foul,,,,,1,Gunnar Henderson homers (2) on a fly ball to center field.,R,L,R,PIT,BAL,S,,,0,0,2024,-0.43,1.59,-0.31,3.25,,,,0,3,Top,,,,,680779,,,4.201998838514176,-137.63825254767266,-3.4916864684533806,-6.426707010648276,31.757390429868558,-11.44424354448861,3.72,1.78,151.0,87.1,71.0,95.4,2479,6.8,745524,683003,680779,642133,669707,663647,665833,669261,572191,668804,53.66,,,,,,,,19,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,214,0.0,-0.035,75.52902366012414,6.97804
569,SL,2024-04-05,87.3,1.82,5.81,"Henderson, Gunnar",683002,621366,single,hit_into_play,,,,,5,Gunnar Henderson singles on a line drive to center fielder Michael A.   Taylor.   Ramón Urías to 2nd.,R,L,L,PIT,BAL,X,8.0,line_drive,3,1,2024,0.14,0.42,0.21,2.64,,,602104.0,1,7,Top,126.0,95.11,,,680779,,,-4.198401102721598,-127.12277399212871,-2.413074842711344,2.314879734756233,24.1572631641138,-27.31175007708253,3.72,1.78,192.0,84.9,13.0,88.5,2329,6.8,745524,621366,680779,642133,669707,663647,665833,669261,572191,668804,53.67,0.789,0.748,0.9,1.0,1.0,0.0,4.0,53,5,Slider,1,2,2,1,2,1,2,1,Standard,Standard,178,-0.035,0.368,73.35537789979209,6.85052
570,SI,2024-04-05,94.4,1.68,5.84,"Henderson, Gunnar",683002,621366,,ball,,,,,12,Gunnar Henderson singles on a line drive to center fielder Michael A.   Taylor.   Ramón Urías to 2nd.,R,L,L,PIT,BAL,B,,,2,1,2024,1.73,0.88,0.82,3.85,,,602104.0,1,7,Top,,,,,680779,,,-6.160186227745437,-137.28651229283636,-1.4173554888544833,23.271896435591483,32.24552829334139,-20.93053599152335,3.56,1.71,,,,95.0,2292,6.8,745524,621366,680779,642133,669707,663647,665833,669261,572191,668804,53.68,,,,,,,,53,4,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,134,0.0,0.134,,
571,SI,2024-04-05,93.3,1.76,5.89,"Henderson, Gunnar",683002,621366,,ball,,,,,14,Gunnar Henderson singles on a line drive to center fielder Michael A.   Taylor.   Ramón Urías to 2nd.,R,L,L,PIT,BAL,B,,,1,1,2024,1.7,0.76,1.49,2.5,,,602104.0,1,7,Top,,,,,680779,,,-4.467164498870977,-135.7810766152427,-4.635401669874401,21.931761289391343,32.03159442205451,-21.941948695524324,3.61,1.67,,,,94.0,2261,6.9,745524,621366,680779,642133,669707,663647,665833,669261,572191,668804,53.62,,,,,,,,53,3,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,133,0.0,0.051,,
572,SL,2024-04-05,88.8,1.75,5.76,"Henderson, Gunnar",683002,621366,,swinging_strike,,,,,7,Gunnar Henderson singles on a line drive to center fielder Michael A.   Taylor.   Ramón Urías to 2nd.,R,L,L,PIT,BAL,S,,,1,0,2024,0.18,0.54,-0.75,1.85,,,602104.0,1,7,Top,,,,,680779,,,-6.518550271021373,-129.2554576711632,-4.733713306633193,3.208430320530505,22.866925946166447,-25.417287068113705,3.72,1.78,,,,89.5,2448,6.4,745524,621366,680779,642133,669707,663647,665833,669261,572191,668804,54.1,,,,,,,,53,2,Slider,1,2,2,1,2,1,2,1,Standard,Standard,162,0.0,-0.061,76.99530702753762,7.95182
573,SL,2024-04-05,87.2,1.82,5.85,"Henderson, Gunnar",683002,621366,,ball,,,,,12,Gunnar Henderson singles on a line drive to center fielder Michael A.   Taylor.   Ramón Urías to 2nd.,R,L,L,PIT,BAL,B,,,0,0,2024,0.06,0.44,0.84,3.6,,,602104.0,1,7,Top,,,,,680779,,,-2.5045064662336167,-127.0196494167072,-0.1827056418010409,1.143996428961899,24.79778081725189,-27.558141029997387,3.76,1.79,,,,88.0,2353,6.6,745524,621366,680779,642133,669707,663647,665833,669261,572191,668804,53.87,,,,,,,,53,1,Slider,1,2,2,1,2,1,2,1,Standard,Standard,151,0.0,0.042,,
574,SL,2024-04-05,82.3,-0.97,5.97,"Henderson, Gunnar",683002,672710,field_out,hit_into_play,,,,,3,Gunnar Henderson flies out to center fielder Michael A.   Taylor.,R,L,R,PIT,BAL,X,8.0,fly_ball,2,1,2024,0.98,0.66,0.6,3.24,,,,0,9,Top,134.18,102.92,,,680779,,,1.6633589895657095,-119.84628487342684,-0.9356623029357845,9.045328511106597,24.15352525435688,-25.839167801896963,3.72,1.78,241.0,81.0,47.0,82.4,2648,6.4,745524,672710,680779,642133,669707,663647,665833,669261,572191,668804,54.07,0.029,0.036,0.0,1.0,0.0,0.0,3.0,69,4,Slider,2,5,5,2,5,2,5,2,Standard,Standard,66,0.003,-0.274,73.59345916753357,6.5248
575,FF,2024-04-05,98.9,-1.36,5.49,"Henderson, Gunnar",683002,683003,strikeout,foul_tip,,,,,5,Gunnar Henderson strikes out on a foul tip.,R,L,R,PIT,BAL,S,2.0,,0,2,2024,-0.81,1.57,0.24,2.58,,,,0,1,Top,,,,,680779,,,6.311202396848913,-143.75929140779417,-6.15784567716153,-12.759106593011987,37.80556427965672,-9.154706819401367,3.72,1.78,,,,99.3,2542,6.9,745524,683003,680779,642133,669707,663647,665833,669261,572191,668804,53.61,,0.0,0.0,1.0,0.0,0.0,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0.022,-0.146,75.69401705775996,6.85344
576,FF,2024-04-05,95.3,-1.03,6.04,"Henderson, Gunnar",683002,672710,,ball,,,,,14,Gunnar Henderson flies out to center fielder Michael A.   Taylor.,R,L,R,PIT,BAL,B,,,1,1,2024,-0.41,1.55,0.84,1.59,,,,0,9,Top,,,,,680779,,,5.837428482612676,-138.3222729572958,-9.511702268050504,-6.569447692371195,32.38735380060674,-10.272757365855114,3.66,1.72,,,,95.2,2377,6.5,745524,672710,680779,642133,669707,663647,665833,669261,572191,668804,54.0,,,,,,,,69,3,4-Seam Fastball,2,5,5,2,5,2,5,2,Standard,Standard,200,0.0,0.056,,
577,FF,2024-04-05,97.9,-1.25,5.52,"Henderson, Gunnar",683002,683003,,swinging_strike,,,,,5,Gunnar Henderson strikes out on a foul tip.,R,L,R,PIT,BAL,S,,,0,1,2024,-0.99,1.6,-0.19,2.49,,,,0,1,Top,,,,,680779,,,5.18948753939063,-142.23836784650732,-6.366904811160572,-14.605173764374763,37.195144546706594,-9.176319936345598,3.72,1.78,,,,98.2,2561,6.8,745524,683003,680779,642133,669707,663647,665833,669261,572191,668804,53.65,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215,0.0,-0.049,78.02820052441334,7.05233
578,SL,2024-04-05,82.8,-1.09,5.97,"Henderson, Gunnar",683002,672710,,ball,,,,,14,Gunnar Henderson flies out to center fielder Michael A.   Taylor.,R,L,R,PIT,BAL,B,,,0,1,2024,0.96,0.31,0.98,1.05,,,,0,9,Top,,,,,680779,,,2.864405035140684,-120.40616360354494,-5.298062452309527,8.652053852429896,25.283098381095957,-28.276088523072367,3.69,1.69,,,,82.6,2488,6.4,745524,672710,680779,642133,669707,663647,665833,669261,572191,668804,54.13,,,,,,,,69,2,Slider,2,5,5,2,5,2,5,2,Standard,Standard,62,0.0,0.023,,
579,FF,2024-04-05,97.7,-1.5,5.35,"Henderson, Gunnar",683002,683003,,foul,,,,,9,Gunnar Henderson strikes out on a foul tip.,R,L,R,PIT,BAL,S,,,0,0,2024,-0.84,1.38,0.68,2.24,,,,0,1,Top,,,,,680779,,,7.890117068137441,-142.09144504786596,-6.136275482709771,-13.088609988016296,31.32704529485066,-12.232322047216131,3.72,1.78,243.0,74.0,36.0,98.9,2552,6.9,745524,683003,680779,642133,669707,663647,665833,669261,572191,668804,53.57,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,223,0.0,-0.035,76.21703970738031,6.99253
580,CU,2024-04-05,77.4,-0.87,6.19,"Henderson, Gunnar",683002,672710,,called_strike,,,,,13,Gunnar Henderson flies out to center fielder Michael A.   Taylor.,R,L,R,PIT,BAL,S,,,0,0,2024,0.42,-1.37,-0.5,1.54,,,,0,9,Top,,,,,680779,,,0.0168335426849864,-112.6578517975538,-0.3695180666067366,3.521871054331041,23.52641179196229,-43.89561674575235,3.75,1.72,,,,77.1,2688,6.4,745524,672710,680779,642133,669707,663647,665833,669261,572191,668804,54.12,,,,,,,,69,1,Curveball,2,5,5,2,5,2,5,2,Standard,Standard,33,0.0,-0.035,,
581,SL,2024-04-03,83.9,1.92,6.22,"Henderson, Gunnar",683002,666142,field_out,hit_into_play,,,,,5,Gunnar Henderson lines out to center fielder Kyle Isbel.,R,L,L,BAL,KC,X,8.0,line_drive,0,0,2024,-0.1,-0.08,0.07,2.78,,,,2,6,Bot,95.01,64.56,,,666023,,,-4.0734661629564055,-122.25193158186872,-1.4818495760718808,-0.3211509231501147,21.23443758990908,-32.9282562074564,3.71,1.78,341.0,94.2,24.0,84.2,2342,6.1,747059,666142,666023,521692,624428,672580,677951,669004,664728,592669,54.36,0.16,0.199,0.0,1.0,0.0,0.0,3.0,46,1,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,347,-0.014,-0.093,77.46206995520637,6.70338
582,SL,2024-04-03,86.3,2.22,6.25,"Henderson, Gunnar",683002,666142,field_out,hit_into_play,,,,,7,"Gunnar Henderson grounds out softly, catcher Freddy Fermin to first baseman Salvador Perez.",R,L,L,BAL,KC,X,2.0,ground_ball,1,2,2024,-0.12,-0.05,-0.69,2.04,,,,0,4,Bot,123.0,199.0,,,666023,,,-6.668717142030938,-125.61183684774932,-3.7506765314265698,-0.0234846432393545,23.600804974899894,-32.13449715087852,3.71,1.78,1.0,52.0,-60.0,86.4,2478,6.2,747059,666142,666023,521692,624428,672580,677951,669004,664728,592669,54.31,0.257,0.273,0.0,1.0,0.0,0.0,1.0,30,4,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,19,-0.029,-0.166,62.28117036627762,6.00322
583,SL,2024-04-03,85.7,2.1,6.19,"Henderson, Gunnar",683002,666142,,foul,,,,,9,"Gunnar Henderson grounds out softly, catcher Freddy Fermin to first baseman Salvador Perez.",R,L,L,BAL,KC,S,,,1,1,2024,-0.02,-0.05,0.33,2.22,,,,0,4,Bot,,,,,666023,,,-4.137474929329184,-124.9072049016559,-3.132973939206633,0.4641742631397513,21.415587910652725,-32.31492013477151,3.71,1.78,3.0,84.8,-38.0,86.1,2435,6.2,747059,666142,666023,521692,624428,672580,677951,669004,664728,592669,54.35,,,,,,,,30,3,Slider,0,2,0,2,2,0,0,2,Strategic,Standard,350,0.0,-0.052,70.0292962654492,7.02246
584,SL,2024-04-03,85.5,1.97,6.27,"Henderson, Gunnar",683002,666142,,ball,,,,,13,"Gunnar Henderson grounds out softly, catcher Freddy Fermin to first baseman Salvador Perez.",R,L,L,BAL,KC,B,,,0,1,2024,-0.01,-0.13,-1.46,0.99,,,,0,4,Bot,,,,,666023,,,-8.043754068243922,-124.22625486300714,-5.932260487842057,1.4024949072214814,23.14633493087324,-32.5595092912983,3.77,1.78,,,,85.6,2531,6.3,747059,666142,666023,521692,624428,672580,677951,669004,664728,592669,54.23,,,,,,,,30,2,Slider,0,2,0,2,2,0,0,2,Strategic,Standard,39,0.0,0.023,,
585,FF,2024-04-03,96.0,1.54,6.49,"Henderson, Gunnar",683002,666142,,called_strike,,,,,4,"Gunnar Henderson grounds out softly, catcher Freddy Fermin to first baseman Salvador Perez.",R,L,L,BAL,KC,S,,,0,0,2024,0.87,1.57,-0.71,2.94,,,,0,4,Bot,,,,,666023,,,-7.893393743146785,-139.36125945929624,-7.25352566243593,13.19341086212601,34.10607412437623,-10.239249135395706,3.7,1.68,,,,95.3,2554,6.2,747059,666142,666023,521692,624428,672580,677951,669004,664728,592669,54.31,,,,,,,,30,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Strategic,Standard,142,0.0,-0.035,,
586,FF,2024-04-03,95.2,1.74,6.56,"Henderson, Gunnar",683002,666142,field_out,hit_into_play,,,,,3,"Gunnar Henderson grounds out, first baseman Salvador Perez to pitcher Cole Ragans.",R,L,L,BAL,KC,X,3.0,ground_ball,3,1,2024,1.25,1.69,0.44,3.3,,,,0,1,Bot,152.71,161.12,,,666023,,,-6.175664036470016,-138.2891400920123,-6.598290250538247,17.435881562111437,33.48841541851227,-9.283756270365451,3.71,1.78,6.0,87.8,-27.0,94.3,2551,6.1,747059,666142,666023,521692,624428,672580,677951,669004,664728,592669,54.44,0.063,0.07,0.0,1.0,0.0,0.0,2.0,7,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,140,-0.023,-0.394,76.52364561134205,6.83305
